candidate_id,score
CAND_0087783,141.52
CAND_0043304,141.48
CAND_0098217,141.38
CAND_0042029,141.0
CAND_0012632,140.94
CAND_0088354,140.9
CAND_0091534,140.9
CAND_0090155,140.56
CAND_0067403,140.22
CAND_0023215,140.2
CAND_0046595,140.08
CAND_0028422,139.7
CAND_0025293,139.5
CAND_0047907,139.36
CAND_0043318,139.2
CAND_0052431,139.1
CAND_0047492,139.08
CAND_0061655,139.04
CAND_0094023,139.04
CAND_0079550,138.96
CAND_0036520,138.94
CAND_0010148,138.9
CAND_0032527,138.84
CAND_0013456,138.62
CAND_0052195,138.58
CAND_0070398,138.56
CAND_0041594,138.54
CAND_0059294,138.3
CAND_0073883,138.28
CAND_0096172,138.28
CAND_0055673,138.22
CAND_0041402,138.08
CAND_0008456,138.04
CAND_0087494,137.9
CAND_0028228,137.76
CAND_0001819,137.72
CAND_0051292,137.42
CAND_0005311,137.4
CAND_0039653,137.38
CAND_0002706,137.32
CAND_0071747,137.24
CAND_0018549,137.2
CAND_0018246,137.14
CAND_0020991,137.12
CAND_0027218,136.96
CAND_0017147,136.88
CAND_0082489,136.78
CAND_0050146,136.76
CAND_0094056,136.76
CAND_0000981,136.58
CAND_0001600,136.54
CAND_0062247,136.54
CAND_0088526,136.48
CAND_0087766,136.46
CAND_0000859,136.4
CAND_0067643,136.4
CAND_0013536,136.34
CAND_0076963,136.34
CAND_0024170,136.28
CAND_0068892,136.28
CAND_0006732,136.2
CAND_0044890,136.2
CAND_0084819,136.04
CAND_0026942,136.02
CAND_0048166,135.96
CAND_0078002,135.96
CAND_0065633,135.76
CAND_0057701,135.72
CAND_0060055,135.7
CAND_0057369,135.64
CAND_0064904,135.52
CAND_0090201,135.5
CAND_0051630,135.46
CAND_0053695,135.46
CAND_0004491,135.42
CAND_0097079,135.4
CAND_0086502,135.3
CAND_0066945,135.1
CAND_0099443,134.96
CAND_0002526,134.8
CAND_0009307,134.8
CAND_0066309,134.5
CAND_0050553,134.44
CAND_0027898,134.38
CAND_0016268,134.34
CAND_0077343,134.34
CAND_0055271,134.2
CAND_0079386,134.16
CAND_0000705,134.14
CAND_0016782,134.14
CAND_0044634,134.06
CAND_0088378,134.04
CAND_0072925,133.94
CAND_0044602,133.92
CAND_0013440,133.9
CAND_0040332,133.82
CAND_0073418,133.76
CAND_0072489,133.74
CAND_0052994,133.66
CAND_0031752,133.56
CAND_0039269,133.52
CAND_0003791,133.44
CAND_0061696,133.38
CAND_0056936,133.36
CAND_0058517,133.36
CAND_0058783,133.22
CAND_0085265,133.22
CAND_0011707,133.18
CAND_0011489,133.06
CAND_0090681,133.04
CAND_0047276,132.92
CAND_0009974,132.82
CAND_0049808,132.78
CAND_0086151,132.74
CAND_0097365,132.74
CAND_0089495,132.72
CAND_0067226,132.68
CAND_0072020,132.52
CAND_0006850,132.42
CAND_0043958,132.42
CAND_0075481,132.4
CAND_0044213,132.24
CAND_0001475,132.12
CAND_0005883,132.02
CAND_0006418,132.0
CAND_0012397,132.0
CAND_0090443,131.98
CAND_0007460,131.94
CAND_0008425,131.94
CAND_0019175,131.94
CAND_0036184,131.92
CAND_0030780,131.9
CAND_0016432,131.86
CAND_0055236,131.86
CAND_0059504,131.84
CAND_0074225,131.8
CAND_0051692,131.78
CAND_0043381,131.72
CAND_0008628,131.62
CAND_0089181,131.58
CAND_0045141,131.52
CAND_0041610,131.48
CAND_0091909,131.3
CAND_0063046,131.28
CAND_0040102,131.26
CAND_0063232,131.22
CAND_0086292,131.2
CAND_0099549,131.2
CAND_0008239,131.18
CAND_0006757,131.16
CAND_0022274,131.14
CAND_0045861,131.14
CAND_0095858,131.06
CAND_0015581,131.04
CAND_0011065,131.02
CAND_0088441,130.98
CAND_0075409,130.94
CAND_0044696,130.8
CAND_0067771,130.8
CAND_0005726,130.72
CAND_0005538,130.54
CAND_0035122,130.54
CAND_0015207,130.5
CAND_0018079,130.46
CAND_0070152,130.38
CAND_0044395,130.36
CAND_0054593,130.36
CAND_0010176,130.34
CAND_0004628,130.28
CAND_0021491,130.28
CAND_0030049,130.28
CAND_0054702,130.24
CAND_0076959,130.22
CAND_0081480,130.04
CAND_0036973,130.02
CAND_0015528,130.0
CAND_0011759,129.94
CAND_0050631,129.92
CAND_0054537,129.84
CAND_0004534,129.8
CAND_0005193,129.74
CAND_0068596,129.62
CAND_0076112,129.54
CAND_0086154,129.5
CAND_0002120,129.36
CAND_0015493,129.32
CAND_0092706,129.32
CAND_0091755,129.3
CAND_0014672,129.24
CAND_0089615,129.2
CAND_0054951,129.18
CAND_0053431,129.14
CAND_0069476,129.12
CAND_0065277,129.1
CAND_0055670,129.08
CAND_0007978,128.96
CAND_0096943,128.92
CAND_0031143,128.86
CAND_0032515,128.8
CAND_0066909,128.74
CAND_0052782,128.72
CAND_0069096,128.72
CAND_0055951,128.7
CAND_0075502,128.68
CAND_0000112,128.6
CAND_0065423,128.52
CAND_0052082,128.5
CAND_0022127,128.48
CAND_0042359,128.42
CAND_0009200,128.38
CAND_0037000,128.36
CAND_0043384,128.3
CAND_0071205,128.08
CAND_0076412,128.06
CAND_0072407,128.0
CAND_0098299,127.94
CAND_0055187,127.92
CAND_0016678,127.86
CAND_0071763,127.86
CAND_0081709,127.86
CAND_0043222,127.66
CAND_0043693,127.64
CAND_0045258,127.62
CAND_0000878,127.58
CAND_0032831,127.46
CAND_0061177,127.42
CAND_0014858,127.38
CAND_0041972,127.38
CAND_0029294,127.34
CAND_0093547,127.32
CAND_0099288,127.22
CAND_0077196,127.18
CAND_0059520,127.14
CAND_0002612,127.12
CAND_0057992,127.12
CAND_0001056,127.06
CAND_0008417,127.06
CAND_0008295,127.0
CAND_0079764,126.96
CAND_0036173,126.9
CAND_0002477,126.82
CAND_0040443,126.82
CAND_0043591,126.62
CAND_0062561,126.6
CAND_0080609,126.6
CAND_0048534,126.58
CAND_0075715,126.52
CAND_0008618,126.48
CAND_0021729,126.32
CAND_0044855,126.3
CAND_0029761,126.12
CAND_0062697,126.1
CAND_0006833,126.06
CAND_0077221,126.02
CAND_0069347,125.98
CAND_0026006,125.92
CAND_0034169,125.92
CAND_0000165,125.86
CAND_0093401,125.84
CAND_0088335,125.82
CAND_0041352,125.76
CAND_0079806,125.76
CAND_0031520,125.7
CAND_0081958,125.7
CAND_0023017,125.68
CAND_0091748,125.68
CAND_0027640,125.64
CAND_0062009,125.62
CAND_0097896,125.62
CAND_0039121,125.58
CAND_0073504,125.5
CAND_0011319,125.48
CAND_0011925,125.42
CAND_0008383,125.38
CAND_0025274,125.34
CAND_0026726,125.24
CAND_0000361,125.18
CAND_0028227,125.16
CAND_0033520,125.16
CAND_0051003,125.16
CAND_0070544,125.16
CAND_0034605,124.94
CAND_0055960,124.94
CAND_0060547,124.94
CAND_0049363,124.9
CAND_0032024,124.88
CAND_0093191,124.82
CAND_0056049,124.7
CAND_0072896,124.68
CAND_0012957,124.6
CAND_0039982,124.58
CAND_0045243,124.58
CAND_0007567,124.56
CAND_0018735,124.56
CAND_0003805,124.48
CAND_0078920,124.48
CAND_0009234,124.46
CAND_0034767,124.36
CAND_0056541,124.34
CAND_0059147,124.34
CAND_0012417,124.26
CAND_0063097,124.26
CAND_0003756,124.24
CAND_0040267,124.24
CAND_0068094,124.1
CAND_0017012,124.04
CAND_0089498,124.02
CAND_0021485,124.0
CAND_0054795,123.98
CAND_0049800,123.9
CAND_0056327,123.9
CAND_0057742,123.88
CAND_0091083,123.8
CAND_0034021,123.74
CAND_0044278,123.74
CAND_0082688,123.72
CAND_0039809,123.7
CAND_0040426,123.7
CAND_0085326,123.64
CAND_0058688,123.58
CAND_0081846,123.54
CAND_0069366,123.52
CAND_0069905,123.52
CAND_0035530,123.5
CAND_0018320,123.46
CAND_0029366,123.4
CAND_0059538,123.38
CAND_0043957,123.36
CAND_0027261,123.32
CAND_0039102,123.32
CAND_0066628,123.32
CAND_0004114,123.26
CAND_0058882,123.22
CAND_0055850,123.2
CAND_0060622,123.2
CAND_0042917,123.18
CAND_0094251,123.14
CAND_0004601,123.12
CAND_0093043,123.12
CAND_0021216,123.1
CAND_0035950,123.1
CAND_0053934,123.1
CAND_0096290,123.1
CAND_0073989,123.08
CAND_0079373,123.08
CAND_0097256,123.04
CAND_0044850,123.0
CAND_0083184,122.98
CAND_0078318,122.96
CAND_0067041,122.94
CAND_0026410,122.92
CAND_0055556,122.92
CAND_0001874,122.88
CAND_0009505,122.88
CAND_0049771,122.88
CAND_0082635,122.88
CAND_0058674,122.8
CAND_0026052,122.78
CAND_0029937,122.78
CAND_0014438,122.76
CAND_0017119,122.76
CAND_0001267,122.68
CAND_0047378,122.68
CAND_0091383,122.68
CAND_0022720,122.66
CAND_0024004,122.62
CAND_0011996,122.6
CAND_0063431,122.6
CAND_0084790,122.56
CAND_0071866,122.54
CAND_0058402,122.52
CAND_0017722,122.46
CAND_0029013,122.46
CAND_0072735,122.46
CAND_0006970,122.38
CAND_0074208,122.38
CAND_0001405,122.36
CAND_0012220,122.34
CAND_0001980,122.32
CAND_0038519,122.28
CAND_0045613,122.28
CAND_0090690,122.24
CAND_0021490,122.22
CAND_0014909,122.2
CAND_0048910,122.16
CAND_0061352,122.16
CAND_0069155,122.16
CAND_0003453,122.14
CAND_0016473,122.14
CAND_0032973,122.12
CAND_0029426,122.06
CAND_0032594,122.06
CAND_0082440,122.04
CAND_0009712,121.98
CAND_0094564,121.96
CAND_0080597,121.94
CAND_0039208,121.92
CAND_0015674,121.9
CAND_0093684,121.88
CAND_0052923,121.82
CAND_0087134,121.82
CAND_0015577,121.78
CAND_0008157,121.72
CAND_0093682,121.72
CAND_0082382,121.7
CAND_0046047,121.68
CAND_0049668,121.68
CAND_0001206,121.66
CAND_0033509,121.66
CAND_0002876,121.64
CAND_0036847,121.62
CAND_0077031,121.62
CAND_0085458,121.62
CAND_0010087,121.6
CAND_0052536,121.6
CAND_0035321,121.58
CAND_0059006,121.56
CAND_0023403,121.52
CAND_0034160,121.52
CAND_0040092,121.5
CAND_0044974,121.48
CAND_0036655,121.42
CAND_0066652,121.42
CAND_0076831,121.4
CAND_0033749,121.38
CAND_0036291,121.38
CAND_0071241,121.34
CAND_0086217,121.34
CAND_0083612,121.32
CAND_0069743,121.3
CAND_0079341,121.3
CAND_0028830,121.28
CAND_0084460,121.2
CAND_0065790,121.18
CAND_0089464,121.16
CAND_0075504,121.12
CAND_0090496,121.12
CAND_0093211,121.04
CAND_0075098,120.96
CAND_0042100,120.94
CAND_0081686,120.94
CAND_0074486,120.92
CAND_0047431,120.9
CAND_0059762,120.84
CAND_0074657,120.84
CAND_0091284,120.84
CAND_0059474,120.82
CAND_0067853,120.82
CAND_0064458,120.8
CAND_0031968,120.78
CAND_0046625,120.78
CAND_0039777,120.76
CAND_0054859,120.72
CAND_0019389,120.7
CAND_0048526,120.68
CAND_0052257,120.68
CAND_0001433,120.66
CAND_0009948,120.66
CAND_0040887,120.62
CAND_0075458,120.62
CAND_0072144,120.6
CAND_0022478,120.56
CAND_0089381,120.54
CAND_0040822,120.5
CAND_0080766,120.5
CAND_0003609,120.48
CAND_0063645,120.48
CAND_0007038,120.46
CAND_0058415,120.46
CAND_0062981,120.46
CAND_0091442,120.44
CAND_0085094,120.4
CAND_0036871,120.38
CAND_0048650,120.36
CAND_0080654,120.3
CAND_0009054,120.26
CAND_0034910,120.22
CAND_0073593,120.22
CAND_0085214,120.22
CAND_0031757,120.2
CAND_0009044,120.18
CAND_0014564,120.18
CAND_0065496,120.18
CAND_0073448,120.18
CAND_0098997,120.16
CAND_0067800,120.12
CAND_0037706,120.08
CAND_0050334,120.08
CAND_0056749,120.08
CAND_0033384,120.06
CAND_0097294,120.02
CAND_0046259,120.0
CAND_0094752,120.0
CAND_0018963,119.96
CAND_0059295,119.96
CAND_0079092,119.96
CAND_0051609,119.92
CAND_0026344,119.9
CAND_0022751,119.86
CAND_0045887,119.84
CAND_0047794,119.84
CAND_0070740,119.84
CAND_0073962,119.84
CAND_0029272,119.82
CAND_0073652,119.82
CAND_0096759,119.8
CAND_0064564,119.76
CAND_0092070,119.7
CAND_0077677,119.68
CAND_0038864,119.66
CAND_0063328,119.66
CAND_0098281,119.66
CAND_0080794,119.64
CAND_0097176,119.64
CAND_0051651,119.6
CAND_0064724,119.6
CAND_0064463,119.5
CAND_0097991,119.5
CAND_0066350,119.48
CAND_0039053,119.46
CAND_0087145,119.44
CAND_0094197,119.44
CAND_0018888,119.42
CAND_0024511,119.42
CAND_0064967,119.4
CAND_0021229,119.38
CAND_0024116,119.34
CAND_0026924,119.34
CAND_0037788,119.32
CAND_0040820,119.26
CAND_0098675,119.26
CAND_0030827,119.2
CAND_0074376,119.16
CAND_0084660,119.12
CAND_0034992,119.1
CAND_0052387,119.1
CAND_0023144,119.06
CAND_0081891,119.04
CAND_0055362,119.02
CAND_0039587,118.96
CAND_0086930,118.96
CAND_0095361,118.96
CAND_0095529,118.88
CAND_0081002,118.82
CAND_0001530,118.78
CAND_0066944,118.78
CAND_0026424,118.72
CAND_0072969,118.72
CAND_0045197,118.7
CAND_0070808,118.7
CAND_0074389,118.7
CAND_0004131,118.66
CAND_0061257,118.66
CAND_0074145,118.66
CAND_0084437,118.64
CAND_0065731,118.62
CAND_0040750,118.58
CAND_0073101,118.58
CAND_0088815,118.58
CAND_0011229,118.56
CAND_0060303,118.56
CAND_0074291,118.56
CAND_0020653,118.54
CAND_0066091,118.54
CAND_0004679,118.5
CAND_0073533,118.5
CAND_0099347,118.5
CAND_0074650,118.46
CAND_0021579,118.44
CAND_0024549,118.42
CAND_0075249,118.42
CAND_0047278,118.4
CAND_0068102,118.36
CAND_0094370,118.32
CAND_0042282,118.3
CAND_0089947,118.24
CAND_0050860,118.22
CAND_0043917,118.2
CAND_0054870,118.2
CAND_0008981,118.18
CAND_0067360,118.18
CAND_0025971,118.16
CAND_0079676,118.16
CAND_0015176,118.12
CAND_0029780,118.08
CAND_0046533,118.08
CAND_0090506,118.08
CAND_0093586,118.08
CAND_0018860,118.06
CAND_0015195,118.02
CAND_0050775,118.0
CAND_0065153,118.0
CAND_0097702,117.98
CAND_0043228,117.96
CAND_0023599,117.92
CAND_0075905,117.92
CAND_0062772,117.9
CAND_0082138,117.9
CAND_0005269,117.88
CAND_0020238,117.88
CAND_0044487,117.88
CAND_0054882,117.88
CAND_0008297,117.86
CAND_0020669,117.86
CAND_0066758,117.86
CAND_0003977,117.84
CAND_0029350,117.82
CAND_0055139,117.82
CAND_0080556,117.8
CAND_0030967,117.78
CAND_0016267,117.76
CAND_0009586,117.74
CAND_0062092,117.74
CAND_0072817,117.74
CAND_0010257,117.72
CAND_0015688,117.7
CAND_0065514,117.6
CAND_0093958,117.58
CAND_0087293,117.5
CAND_0024393,117.48
CAND_0030207,117.46
CAND_0018133,117.44
CAND_0047231,117.44
CAND_0014180,117.42
CAND_0016170,117.42
CAND_0021797,117.42
CAND_0052707,117.42
CAND_0032887,117.36
CAND_0033376,117.34
CAND_0055929,117.28
CAND_0067979,117.28
CAND_0078514,117.28
CAND_0046525,117.26
CAND_0022762,117.22
CAND_0095619,117.22
CAND_0099308,117.22
CAND_0091889,117.2
CAND_0095041,117.2
CAND_0077723,117.18
CAND_0048812,117.16
CAND_0081828,117.16
CAND_0034615,117.14
CAND_0048572,117.14
CAND_0007473,117.12
CAND_0017288,117.12
CAND_0061136,117.12
CAND_0095309,117.12
CAND_0005690,117.1
CAND_0059701,117.1
CAND_0067011,117.1
CAND_0073548,117.1
CAND_0031744,117.08
CAND_0076458,117.06
CAND_0079273,117.06
CAND_0094220,117.06
CAND_0047454,117.0
CAND_0090899,116.98
CAND_0001085,116.96
CAND_0018961,116.96
CAND_0024502,116.96
CAND_0073010,116.96
CAND_0086739,116.96
CAND_0092082,116.9
CAND_0035508,116.84
CAND_0073671,116.82
CAND_0016610,116.8
CAND_0057453,116.8
CAND_0076075,116.8
CAND_0057668,116.76
CAND_0082298,116.74
CAND_0051961,116.72
CAND_0078332,116.72
CAND_0086204,116.72
CAND_0041625,116.68
CAND_0097684,116.68
CAND_0099844,116.68
CAND_0017101,116.66
CAND_0053558,116.66
CAND_0040798,116.64
CAND_0090192,116.64
CAND_0004060,116.62
CAND_0026836,116.62
CAND_0043359,116.62
CAND_0061118,116.62
CAND_0082237,116.6
CAND_0010080,116.58
CAND_0012078,116.56
CAND_0063150,116.56
CAND_0071115,116.56
CAND_0022870,116.52
CAND_0045403,116.52
CAND_0020494,116.5
CAND_0080033,116.5
CAND_0037794,116.48
CAND_0043742,116.48
CAND_0048360,116.44
CAND_0001494,116.42
CAND_0029614,116.4
CAND_0071023,116.38
CAND_0010939,116.34
CAND_0046894,116.34
CAND_0051507,116.32
CAND_0001610,116.3
CAND_0024921,116.3
CAND_0053537,116.3
CAND_0066457,116.3
CAND_0012449,116.28
CAND_0039142,116.28
CAND_0064004,116.28
CAND_0069477,116.28
CAND_0019783,116.24
CAND_0043183,116.24
CAND_0099689,116.22
CAND_0042949,116.18
CAND_0044621,116.18
CAND_0086036,116.16
CAND_0005911,116.12
CAND_0035872,116.12
CAND_0081007,116.12
CAND_0045862,116.1
CAND_0082052,116.08
CAND_0097360,116.08
CAND_0022463,116.06
CAND_0040192,116.04
CAND_0089164,116.0
CAND_0027037,115.98
CAND_0076277,115.98
CAND_0007013,115.96
CAND_0089869,115.96
CAND_0067985,115.94
CAND_0093138,115.94
CAND_0000331,115.92
CAND_0097192,115.9
CAND_0064995,115.88
CAND_0025504,115.86
CAND_0057696,115.86
CAND_0080914,115.86
CAND_0082347,115.84
CAND_0094144,115.84
CAND_0060814,115.82
CAND_0081414,115.82
CAND_0009288,115.8
CAND_0011306,115.8
CAND_0019323,115.78
CAND_0037534,115.74
CAND_0066323,115.74
CAND_0077956,115.7
CAND_0014005,115.64
CAND_0060673,115.64
CAND_0010724,115.62
CAND_0042007,115.6
CAND_0052827,115.6
CAND_0014260,115.58
CAND_0037177,115.58
CAND_0093335,115.58
CAND_0085613,115.54
CAND_0087078,115.54
CAND_0003950,115.52
CAND_0011162,115.52
CAND_0076284,115.52
CAND_0016923,115.44
CAND_0022073,115.42
CAND_0004855,115.4
CAND_0083236,115.4
CAND_0016922,115.38
CAND_0030113,115.34
CAND_0058902,115.34
CAND_0062658,115.32
CAND_0006766,115.3
CAND_0045239,115.3
CAND_0090472,115.3
CAND_0069131,115.28
CAND_0046965,115.26
CAND_0013160,115.24
CAND_0027212,115.24
CAND_0074786,115.24
CAND_0098454,115.24
CAND_0012656,115.22
CAND_0085766,115.22
CAND_0004761,115.2
CAND_0007011,115.2
CAND_0042722,115.2
CAND_0079447,115.18
CAND_0099445,115.18
CAND_0079032,115.16
CAND_0010249,115.12
CAND_0012780,115.12
CAND_0034270,115.12
CAND_0043064,115.12
CAND_0019149,115.08
CAND_0031088,115.08
CAND_0065058,115.08
CAND_0008049,115.04
CAND_0045439,115.04
CAND_0080549,115.04
CAND_0018110,115.02
CAND_0016919,115.0
CAND_0022885,115.0
CAND_0056097,115.0
CAND_0060235,114.96
CAND_0070078,114.96
CAND_0019475,114.92
CAND_0056940,114.92
CAND_0063658,114.92
CAND_0038278,114.9
CAND_0048152,114.9
CAND_0060257,114.9
CAND_0025495,114.88
CAND_0029367,114.84
CAND_0081183,114.84
CAND_0014773,114.82
CAND_0044238,114.82
CAND_0004500,114.8
CAND_0067866,114.8
CAND_0042008,114.78
CAND_0084584,114.78
CAND_0040480,114.74
CAND_0072485,114.74
CAND_0071621,114.72
CAND_0075836,114.72
CAND_0086460,114.72
CAND_0098184,114.72
CAND_0088349,114.68
CAND_0058145,114.66
CAND_0060932,114.66
CAND_0063972,114.66
CAND_0072348,114.66
CAND_0074544,114.66
CAND_0096283,114.66
CAND_0007508,114.64
CAND_0043189,114.64
CAND_0055475,114.64
CAND_0071981,114.64
CAND_0094449,114.64
CAND_0027867,114.62
CAND_0049543,114.62
CAND_0054937,114.62
CAND_0060290,114.6
CAND_0011223,114.58
CAND_0012161,114.58
CAND_0018604,114.56
CAND_0031707,114.56
CAND_0065501,114.56
CAND_0082599,114.54
CAND_0099965,114.54
CAND_0009844,114.52
CAND_0076478,114.52
CAND_0088625,114.52
CAND_0079228,114.5
CAND_0019604,114.48
CAND_0063125,114.48
CAND_0013109,114.46
CAND_0074612,114.46
CAND_0084498,114.46
CAND_0030031,114.44
CAND_0057528,114.44
CAND_0093714,114.44
CAND_0098952,114.42
CAND_0073941,114.4
CAND_0017859,114.38
CAND_0063254,114.34
CAND_0094520,114.34
CAND_0099931,114.34
CAND_0062367,114.32
CAND_0064518,114.32
CAND_0071733,114.32
CAND_0002983,114.3
CAND_0013820,114.3
CAND_0070407,114.3
CAND_0078492,114.3
CAND_0064613,114.28
CAND_0009707,114.26
CAND_0031876,114.24
CAND_0069261,114.24
CAND_0001808,114.22
CAND_0057190,114.22
CAND_0052462,114.2
CAND_0060832,114.2
CAND_0066690,114.2
CAND_0072569,114.18
CAND_0020498,114.16
CAND_0052712,114.16
CAND_0057325,114.14
CAND_0076906,114.14
CAND_0065517,114.12
CAND_0084708,114.12
CAND_0034392,114.1
CAND_0067038,114.08
CAND_0089476,114.06
CAND_0055978,114.04
CAND_0030641,114.02
CAND_0000665,114.0
CAND_0007778,114.0
CAND_0076635,114.0
CAND_0088393,114.0
CAND_0044565,113.98
CAND_0030784,113.96
CAND_0005808,113.94
CAND_0073702,113.94
CAND_0095637,113.94
CAND_0045994,113.92
CAND_0096514,113.92
CAND_0029890,113.9
CAND_0079895,113.9
CAND_0054050,113.88
CAND_0032964,113.84
CAND_0084963,113.84
CAND_0013702,113.82
CAND_0042620,113.82
CAND_0060823,113.82
CAND_0061175,113.82
CAND_0088775,113.82
CAND_0041434,113.8
CAND_0072547,113.8
CAND_0002458,113.78
CAND_0022297,113.76
CAND_0059942,113.74
CAND_0072934,113.74
CAND_0096867,113.74
CAND_0065769,113.7
CAND_0011378,113.68
CAND_0015362,113.68
CAND_0032955,113.68
CAND_0042792,113.68
CAND_0026630,113.66
CAND_0042370,113.64
CAND_0048079,113.62
CAND_0058923,113.62
CAND_0068975,113.6
CAND_0072692,113.6
CAND_0085838,113.6
CAND_0043851,113.58
CAND_0072257,113.58
CAND_0078272,113.58
CAND_0084766,113.58
CAND_0040754,113.56
CAND_0075838,113.56
CAND_0087228,113.56
CAND_0000666,113.54
CAND_0041803,113.54
CAND_0001086,113.52
CAND_0075304,113.52
CAND_0032240,113.5
CAND_0078704,113.48
CAND_0000499,113.46
CAND_0029232,113.46
CAND_0066179,113.46
CAND_0014948,113.44
CAND_0039534,113.44
CAND_0092608,113.44
CAND_0036446,113.42
CAND_0039684,113.42
CAND_0069438,113.42
CAND_0031796,113.4
CAND_0052746,113.4
CAND_0076006,113.4
CAND_0096539,113.38
CAND_0023404,113.36
CAND_0062608,113.36
CAND_0006218,113.34
CAND_0065497,113.34
CAND_0021265,113.32
CAND_0047065,113.32
CAND_0023174,113.3
CAND_0052289,113.3
CAND_0033451,113.28
CAND_0011107,113.26
CAND_0052333,113.26
CAND_0071652,113.26
CAND_0023800,113.24
CAND_0017648,113.22
CAND_0029478,113.22
CAND_0082053,113.22
CAND_0043050,113.18
CAND_0071663,113.18
CAND_0072362,113.18
CAND_0077276,113.16
CAND_0081461,113.14
CAND_0080661,113.12
CAND_0052067,113.1
CAND_0094676,113.1
CAND_0098079,113.1
CAND_0063917,113.08
CAND_0065535,113.08
CAND_0078935,113.08
CAND_0059795,113.06
CAND_0009010,113.04
CAND_0094998,113.04
CAND_0012626,113.02
CAND_0067270,113.02
CAND_0046578,113.0
CAND_0070131,113.0
CAND_0052047,112.96
CAND_0087313,112.96
CAND_0026853,112.92
CAND_0095732,112.92
CAND_0026480,112.9
CAND_0048378,112.9
CAND_0007688,112.88
CAND_0064178,112.88
CAND_0017918,112.84
CAND_0078666,112.84
CAND_0038552,112.82
CAND_0051310,112.82
CAND_0016553,112.8
CAND_0023131,112.8
CAND_0068456,112.8
CAND_0019585,112.78
CAND_0064109,112.78
CAND_0056054,112.76
CAND_0014511,112.74
CAND_0098176,112.74
CAND_0032505,112.7
CAND_0080173,112.7
CAND_0011383,112.68
CAND_0039961,112.68
CAND_0001608,112.64
CAND_0051007,112.64
CAND_0057039,112.62
CAND_0035027,112.6
CAND_0026649,112.58
CAND_0070388,112.58
CAND_0017540,112.54
CAND_0020252,112.54
CAND_0047775,112.54
CAND_0047816,112.54
CAND_0059557,112.52
CAND_0037857,112.5
CAND_0070514,112.46
CAND_0074915,112.46
CAND_0020781,112.44
CAND_0073032,112.44
